iso3,year,salt_intake_pd_median,salt_intake_pd_median_female,salt_intake_pd_median_male
AFG,2000,2.97,2.86,2.95
AFG,2001,2.98,2.86,2.97
AFG,2002,2.98,2.86,2.97
AFG,2003,2.99,2.86,2.97
AFG,2004,2.99,2.87,2.97
AFG,2005,2.99,2.85,2.99
AFG,2006,3.0,2.87,2.97
AFG,2007,3.0,2.87,2.97
AFG,2008,3.0,2.88,2.97
AFG,2009,3.01,2.88,2.98
AFG,2010,3.04,2.91,2.98
AFG,2011,3.01,2.88,2.98
AFG,2012,3.02,2.89,2.98
AFG,2013,3.02,2.89,2.98
AFG,2014,3.03,2.89,2.98
AFG,2015,3.01,2.87,2.97
AFG,2016,3.03,2.9,2.98
AFG,2017,3.04,2.9,2.99
AFG,2018,3.04,2.91,2.99
AFG,2019,3.04,2.9,2.99
AFG,2020,3.05,2.91,2.99
AGO,2000,1.93,1.83,1.93
AGO,2001,1.95,1.85,1.94
AGO,2002,1.94,1.85,1.94
AGO,2003,1.94,1.84,1.93
AGO,2004,1.94,1.84,1.93
AGO,2005,1.95,1.85,1.93
AGO,2006,1.93,1.83,1.92
AGO,2007,1.92,1.82,1.92
AGO,2008,1.92,1.81,1.92
AGO,2009,1.91,1.81,1.91
AGO,2010,1.93,1.84,1.94
AGO,2011,1.9,1.8,1.91
AGO,2012,1.9,1.79,1.9
AGO,2013,1.89,1.78,1.9
AGO,2014,1.89,1.78,1.89
AGO,2015,1.88,1.77,1.87
AGO,2016,1.88,1.77,1.89
AGO,2017,1.87,1.76,1.88
AGO,2018,1.85,1.73,1.88
AGO,2019,1.86,1.75,1.88
AGO,2020,1.86,1.74,1.87
ALB,2000,2.17,1.99,2.19
ALB,2001,2.18,2.01,2.2
ALB,2002,2.19,2.02,2.22
ALB,2003,2.2,2.03,2.23
ALB,2004,2.22,2.04,2.24
ALB,2005,2.19,2.03,2.2
ALB,2006,2.24,2.06,2.27
ALB,2007,2.25,2.07,2.28
ALB,2008,2.26,2.08,2.29
ALB,2009,2.27,2.09,2.3
ALB,2010,2.34,2.15,2.41
ALB,2011,2.29,2.11,2.33
ALB,2012,2.3,2.12,2.34
ALB,2013,2.31,2.13,2.35
ALB,2014,2.32,2.15,2.37
ALB,2015,2.34,2.14,2.38
ALB,2016,2.35,2.17,2.39
ALB,2017,2.36,2.18,2.4
ALB,2018,2.34,2.18,2.38
ALB,2019,2.38,2.2,2.43
ALB,2020,2.39,2.21,2.44
ARE,2000,4.38,4.39,4.34
ARE,2001,4.26,4.28,4.23
ARE,2002,4.24,4.26,4.21
ARE,2003,4.22,4.24,4.19
ARE,2004,4.2,4.22,4.17
ARE,2005,4.11,4.14,4.09
ARE,2006,4.16,4.18,4.13
ARE,2007,4.14,4.16,4.11
ARE,2008,4.11,4.13,4.09
ARE,2009,4.09,4.11,4.07
ARE,2010,3.97,3.99,3.95
ARE,2011,4.05,4.07,4.03
ARE,2012,4.03,4.05,4.01
ARE,2013,4.01,4.03,3.99
ARE,2014,3.99,4.01,3.97
ARE,2015,3.97,3.99,3.95
ARE,2016,3.94,3.96,3.92
ARE,2017,3.92,3.94,3.9
ARE,2018,3.97,3.99,3.95
ARE,2019,3.88,3.9,3.86
ARE,2020,3.86,3.88,3.84
ARG,2000,2.3,2.09,2.49
ARG,2001,2.28,2.08,2.48
ARG,2002,2.28,2.08,2.48
ARG,2003,2.28,2.08,2.48
ARG,2004,2.28,2.08,2.48
ARG,2005,2.26,2.06,2.46
ARG,2006,2.28,2.08,2.48
ARG,2007,2.28,2.08,2.48
ARG,2008,2.28,2.08,2.48
ARG,2009,2.28,2.08,2.48
ARG,2010,2.27,2.07,2.47
ARG,2011,2.28,2.08,2.48
ARG,2012,2.28,2.08,2.48
ARG,2013,2.28,2.08,2.48
ARG,2014,2.28,2.08,2.48
ARG,2015,2.28,2.08,2.48
ARG,2016,2.27,2.08,2.48
ARG,2017,2.27,2.08,2.48
ARG,2018,2.28,2.08,2.48
ARG,2019,2.27,2.08,2.48
ARG,2020,2.27,2.08,2.48
ARM,2000,1.97,1.8,2.02
ARM,2001,2.04,1.86,2.09
ARM,2002,2.05,1.87,2.1
ARM,2003,2.06,1.89,2.11
ARM,2004,2.07,1.9,2.12
ARM,2005,2.14,1.95,2.19
ARM,2006,2.1,1.92,2.15
ARM,2007,2.11,1.93,2.16
ARM,2008,2.12,1.94,2.17
ARM,2009,2.13,1.96,2.18
ARM,2010,2.19,2.02,2.24
ARM,2011,2.16,1.98,2.21
ARM,2012,2.17,1.99,2.22
ARM,2013,2.18,2.0,2.23
ARM,2014,2.19,2.02,2.24
ARM,2015,2.2,2.01,2.25
ARM,2016,2.22,2.04,2.27
ARM,2017,2.23,2.05,2.28
ARM,2018,2.21,2.04,2.26
ARM,2019,2.26,2.08,2.31
ARM,2020,2.27,2.09,2.32
ATG,2000,3.2,3.04,3.14
ATG,2001,3.2,3.05,3.16
ATG,2002,3.21,3.06,3.17
ATG,2003,3.22,3.06,3.18
ATG,2004,3.23,3.07,3.19
ATG,2005,3.17,3.03,3.14
ATG,2006,3.24,3.08,3.21
ATG,2007,3.25,3.09,3.22
ATG,2008,3.26,3.1,3.23
ATG,2009,3.27,3.11,3.24
ATG,2010,3.36,3.19,3.36
ATG,2011,3.28,3.12,3.26
ATG,2012,3.29,3.13,3.27
ATG,2013,3.3,3.13,3.28
ATG,2014,3.31,3.14,3.29
ATG,2015,3.32,3.16,3.31
ATG,2016,3.33,3.16,3.31
ATG,2017,3.33,3.16,3.32
ATG,2018,3.31,3.13,3.28
ATG,2019,3.35,3.18,3.34
ATG,2020,3.36,3.18,3.35
AUS,2000,1.33,1.26,1.39
AUS,2001,1.32,1.26,1.39
AUS,2002,1.32,1.26,1.38
AUS,2003,1.32,1.25,1.38
AUS,2004,1.32,1.25,1.38
AUS,2005,1.31,1.25,1.38
AUS,2006,1.32,1.25,1.38
AUS,2007,1.32,1.25,1.38
AUS,2008,1.32,1.25,1.38
AUS,2009,1.31,1.25,1.38
AUS,2010,1.31,1.25,1.37
AUS,2011,1.31,1.25,1.37
AUS,2012,1.31,1.25,1.37
AUS,2013,1.31,1.25,1.37
AUS,2014,1.31,1.25,1.37
AUS,2015,1.31,1.25,1.37
AUS,2016,1.31,1.25,1.37
AUS,2017,1.31,1.25,1.37
AUS,2018,1.31,1.25,1.37
AUS,2019,1.31,1.25,1.37
AUS,2020,1.3,1.25,1.36
AUT,2000,1.47,1.44,1.5
AUT,2001,1.47,1.44,1.5
AUT,2002,1.47,1.44,1.5
AUT,2003,1.48,1.44,1.5
AUT,2004,1.48,1.44,1.5
AUT,2005,1.48,1.44,1.5
AUT,2006,1.48,1.44,1.5
AUT,2007,1.48,1.44,1.5
AUT,2008,1.48,1.44,1.5
AUT,2009,1.48,1.45,1.5
AUT,2010,1.48,1.45,1.51
AUT,2011,1.48,1.45,1.5
AUT,2012,1.48,1.45,1.5
AUT,2013,1.48,1.45,1.5
AUT,2014,1.48,1.45,1.5
AUT,2015,1.48,1.45,1.5
AUT,2016,1.48,1.45,1.5
AUT,2017,1.48,1.45,1.5
AUT,2018,1.48,1.45,1.5
AUT,2019,1.48,1.45,1.5
AUT,2020,1.48,1.45,1.5
AZE,2000,1.87,1.73,1.91
AZE,2001,1.92,1.75,1.95
AZE,2002,1.92,1.76,1.96
AZE,2003,1.93,1.76,1.97
AZE,2004,1.93,1.77,1.97
AZE,2005,1.98,1.79,2.02
AZE,2006,1.94,1.78,1.98
AZE,2007,1.95,1.79,1.99
AZE,2008,1.95,1.79,1.99
AZE,2009,1.96,1.8,2.0
AZE,2010,1.99,1.82,2.02
AZE,2011,1.97,1.81,2.01
AZE,2012,1.97,1.82,2.02
AZE,2013,1.98,1.82,2.02
AZE,2014,1.99,1.83,2.03
AZE,2015,1.98,1.83,2.03
AZE,2016,2.0,1.84,2.04
AZE,2017,2.0,1.84,2.04
AZE,2018,1.99,1.84,2.03
AZE,2019,2.01,1.86,2.05
AZE,2020,2.02,1.86,2.06
BDI,2000,1.81,1.71,1.83
BDI,2001,1.84,1.75,1.85
BDI,2002,1.84,1.74,1.84
BDI,2003,1.83,1.74,1.84
BDI,2004,1.83,1.74,1.84
BDI,2005,1.88,1.8,1.87
BDI,2006,1.82,1.73,1.83
BDI,2007,1.82,1.73,1.82
BDI,2008,1.82,1.72,1.82
BDI,2009,1.81,1.72,1.81
BDI,2010,1.81,1.7,1.8
BDI,2011,1.81,1.71,1.81
BDI,2012,1.8,1.71,1.8
BDI,2013,1.8,1.71,1.8
BDI,2014,1.8,1.7,1.79
BDI,2015,1.78,1.69,1.79
BDI,2016,1.79,1.7,1.78
BDI,2017,1.79,1.69,1.78
BDI,2018,1.78,1.69,1.77
BDI,2019,1.78,1.69,1.77
BDI,2020,1.78,1.68,1.77
BEL,2000,1.32,1.24,1.39
BEL,2001,1.31,1.23,1.38
BEL,2002,1.31,1.23,1.38
BEL,2003,1.31,1.23,1.38
BEL,2004,1.31,1.23,1.38
BEL,2005,1.3,1.22,1.36
BEL,2006,1.31,1.23,1.37
BEL,2007,1.31,1.23,1.37
BEL,2008,1.31,1.23,1.37
BEL,2009,1.3,1.23,1.37
BEL,2010,1.3,1.23,1.37
BEL,2011,1.3,1.23,1.37
BEL,2012,1.3,1.23,1.37
BEL,2013,1.3,1.23,1.37
BEL,2014,1.3,1.23,1.37
BEL,2015,1.3,1.23,1.37
BEL,2016,1.3,1.23,1.37
BEL,2017,1.3,1.23,1.37
BEL,2018,1.3,1.23,1.37
BEL,2019,1.3,1.23,1.37
BEL,2020,1.29,1.23,1.36
BEN,2000,1.99,1.94,2.01
BEN,2001,1.98,1.93,2.0
BEN,2002,1.99,1.94,2.01
BEN,2003,1.99,1.94,2.01
BEN,2004,1.99,1.94,2.01
BEN,2005,1.97,1.92,1.99
BEN,2006,2.0,1.95,2.02
BEN,2007,2.0,1.95,2.03
BEN,2008,2.0,1.96,2.03
BEN,2009,2.0,1.96,2.03
BEN,2010,2.02,1.98,2.06
BEN,2011,2.01,1.96,2.04
BEN,2012,2.01,1.97,2.05
BEN,2013,2.01,1.97,2.05
BEN,2014,2.01,1.97,2.05
BEN,2015,2.02,1.98,2.06
BEN,2016,2.02,1.98,2.06
BEN,2017,2.02,1.98,2.06
BEN,2018,2.02,1.98,2.06
BEN,2019,2.03,1.99,2.07
BEN,2020,2.03,1.99,2.08
BFA,2000,1.92,1.81,1.93
BFA,2001,1.81,1.71,1.81
BFA,2002,1.8,1.7,1.8
BFA,2003,1.79,1.69,1.79
BFA,2004,1.78,1.68,1.78
BFA,2005,1.66,1.56,1.65
BFA,2006,1.76,1.66,1.75
BFA,2007,1.74,1.65,1.74
BFA,2008,1.73,1.64,1.73
BFA,2009,1.72,1.62,1.72
BFA,2010,1.66,1.59,1.65
BFA,2011,1.7,1.6,1.7
BFA,2012,1.69,1.59,1.68
BFA,2013,1.67,1.58,1.67
BFA,2014,1.66,1.57,1.66
BFA,2015,1.68,1.58,1.67
BFA,2016,1.64,1.55,1.64
BFA,2017,1.63,1.54,1.63
BFA,2018,1.65,1.55,1.66
BFA,2019,1.61,1.51,1.6
BFA,2020,1.59,1.5,1.59
BGD,2000,3.58,3.62,3.55
BGD,2001,3.62,3.65,3.58
BGD,2002,3.62,3.66,3.59
BGD,2003,3.63,3.67,3.6
BGD,2004,3.64,3.68,3.61
BGD,2005,3.66,3.69,3.62
BGD,2006,3.66,3.69,3.62
BGD,2007,3.67,3.7,3.63
BGD,2008,3.68,3.71,3.64
BGD,2009,3.69,3.72,3.65
BGD,2010,3.74,3.77,3.7
BGD,2011,3.7,3.74,3.67
BGD,2012,3.71,3.74,3.67
BGD,2013,3.72,3.75,3.68
BGD,2014,3.73,3.76,3.69
BGD,2015,3.74,3.77,3.7
BGD,2016,3.75,3.78,3.71
BGD,2017,3.76,3.79,3.72
BGD,2018,3.74,3.77,3.7
BGD,2019,3.78,3.8,3.73
BGD,2020,3.78,3.81,3.74
BGR,2000,2.0,1.87,2.12
BGR,2001,1.99,1.86,2.11
BGR,2002,1.99,1.86,2.11
BGR,2003,1.99,1.86,2.1
BGR,2004,1.98,1.85,2.1
BGR,2005,1.98,1.85,2.09
BGR,2006,1.98,1.85,2.1
BGR,2007,1.98,1.85,2.1
BGR,2008,1.98,1.85,2.09
BGR,2009,1.98,1.85,2.09
BGR,2010,1.96,1.83,2.08
BGR,2011,1.97,1.84,2.09
BGR,2012,1.97,1.84,2.09
BGR,2013,1.97,1.84,2.08
BGR,2014,1.97,1.84,2.08
BGR,2015,1.97,1.84,2.08
BGR,2016,1.97,1.84,2.08
BGR,2017,1.96,1.83,2.08
BGR,2018,1.97,1.84,2.08
BGR,2019,1.96,1.83,2.07
BGR,2020,1.96,1.83,2.07
BHR,2000,6.63,6.48,6.77
BHR,2001,6.62,6.47,6.76
BHR,2002,6.63,6.48,6.77
BHR,2003,6.64,6.49,6.78
BHR,2004,6.65,6.5,6.79
BHR,2005,6.6,6.44,6.74
BHR,2006,6.68,6.52,6.81
BHR,2007,6.69,6.54,6.82
BHR,2008,6.7,6.55,6.83
BHR,2009,6.71,6.56,6.84
BHR,2010,6.78,6.63,6.9
BHR,2011,6.73,6.58,6.86
BHR,2012,6.75,6.59,6.87
BHR,2013,6.76,6.61,6.88
BHR,2014,6.77,6.62,6.89
BHR,2015,6.79,6.64,6.91
BHR,2016,6.79,6.64,6.91
BHR,2017,6.8,6.65,6.92
BHR,2018,6.79,6.64,6.91
BHR,2019,6.82,6.67,6.94
BHR,2020,6.84,6.69,6.95
BHS,2000,3.22,3.04,3.21
BHS,2001,3.18,3.01,3.15
BHS,2002,3.18,3.01,3.15
BHS,2003,3.17,3.01,3.15
BHS,2004,3.17,3.01,3.14
BHS,2005,3.12,2.95,3.08
BHS,2006,3.17,3.0,3.14
BHS,2007,3.17,3.0,3.14
BHS,2008,3.16,3.0,3.14
BHS,2009,3.16,3.0,3.14
BHS,2010,3.15,3.03,3.1
BHS,2011,3.16,2.99,3.13
BHS,2012,3.15,2.99,3.13
BHS,2013,3.15,2.99,3.13
BHS,2014,3.15,2.99,3.13
BHS,2015,3.16,2.99,3.13
BHS,2016,3.15,2.98,3.12
BHS,2017,3.14,2.98,3.12
BHS,2018,3.15,2.97,3.15
BHS,2019,3.14,2.98,3.12
BHS,2020,3.14,2.97,3.12
BIH,2000,1.98,1.83,2.02
BIH,2001,2.01,1.85,2.05
BIH,2002,2.01,1.85,2.05
BIH,2003,2.02,1.86,2.05
BIH,2004,2.02,1.86,2.06
BIH,2005,2.06,1.89,2.09
BIH,2006,2.02,1.86,2.06
BIH,2007,2.03,1.87,2.07
BIH,2008,2.03,1.87,2.07
BIH,2009,2.03,1.87,2.07
BIH,2010,2.04,1.87,2.09
BIH,2011,2.04,1.88,2.08
BIH,2012,2.04,1.88,2.08
BIH,2013,2.05,1.88,2.09
BIH,2014,2.05,1.89,2.09
BIH,2015,2.04,1.89,2.08
BIH,2016,2.06,1.89,2.1
BIH,2017,2.06,1.89,2.1
BIH,2018,2.06,1.89,2.1
BIH,2019,2.06,1.9,2.11
BIH,2020,2.07,1.9,2.11
BLR,2000,2.15,1.96,2.18
BLR,2001,2.16,1.98,2.21
BLR,2002,2.17,1.99,2.22
BLR,2003,2.17,1.99,2.22
BLR,2004,2.18,2.0,2.23
BLR,2005,2.18,2.01,2.26
BLR,2006,2.19,2.01,2.24
BLR,2007,2.2,2.01,2.25
BLR,2008,2.2,2.02,2.25
BLR,2009,2.21,2.02,2.26
BLR,2010,2.24,2.06,2.28
BLR,2011,2.22,2.03,2.27
BLR,2012,2.22,2.04,2.28
BLR,2013,2.23,2.04,2.29
BLR,2014,2.23,2.04,2.29
BLR,2015,2.24,2.04,2.29
BLR,2016,2.24,2.05,2.3
BLR,2017,2.25,2.06,2.31
BLR,2018,2.24,2.05,2.31
BLR,2019,2.26,2.07,2.32
BLR,2020,2.27,2.07,2.33
BLZ,2000,2.79,2.72,2.85
BLZ,2001,2.8,2.73,2.86
BLZ,2002,2.8,2.73,2.86
BLZ,2003,2.8,2.73,2.86
BLZ,2004,2.8,2.73,2.86
BLZ,2005,2.8,2.73,2.86
BLZ,2006,2.8,2.73,2.86
BLZ,2007,2.8,2.73,2.86
BLZ,2008,2.8,2.73,2.86
BLZ,2009,2.81,2.74,2.87
BLZ,2010,2.82,2.75,2.88
BLZ,2011,2.81,2.74,2.87
BLZ,2012,2.81,2.74,2.87
BLZ,2013,2.81,2.74,2.87
BLZ,2014,2.81,2.74,2.87
BLZ,2015,2.81,2.74,2.87
BLZ,2016,2.81,2.74,2.87
BLZ,2017,2.81,2.74,2.87
BLZ,2018,2.81,2.74,2.87
BLZ,2019,2.82,2.75,2.88
BLZ,2020,2.82,2.75,2.88
BOL,2000,2.91,2.77,2.88
BOL,2001,2.93,2.79,2.92
BOL,2002,2.94,2.79,2.93
BOL,2003,2.94,2.8,2.93
BOL,2004,2.95,2.8,2.94
BOL,2005,2.96,2.8,2.97
BOL,2006,2.96,2.81,2.95
BOL,2007,2.97,2.82,2.96
BOL,2008,2.97,2.82,2.96
BOL,2009,2.98,2.83,2.97
BOL,2010,3.02,2.88,3.02
BOL,2011,2.99,2.84,2.98
BOL,2012,3.0,2.84,2.99
BOL,2013,3.0,2.85,2.99
BOL,2014,3.01,2.85,3.0
BOL,2015,3.01,2.85,3.0
BOL,2016,3.02,2.86,3.01
BOL,2017,3.03,2.87,3.01
BOL,2018,3.02,2.85,2.99
BOL,2019,3.04,2.87,3.03
BOL,2020,3.05,2.88,3.03
BRA,2000,3.95,3.85,4.05
BRA,2001,3.97,3.87,4.07
BRA,2002,3.98,3.88,4.08
BRA,2003,3.99,3.89,4.09
BRA,2004,4.0,3.9,4.1
BRA,2005,4.0,3.9,4.1
BRA,2006,4.02,3.92,4.12
BRA,2007,4.03,3.92,4.13
BRA,2008,4.04,3.93,4.14
BRA,2009,4.04,3.94,4.14
BRA,2010,4.1,3.99,4.2
BRA,2011,4.06,3.96,4.16
BRA,2012,4.07,3.97,4.17
BRA,2013,4.08,3.98,4.18
BRA,2014,4.09,3.99,4.19
BRA,2015,4.1,4.0,4.2
BRA,2016,4.11,4.0,4.21
BRA,2017,4.12,4.01,4.22
BRA,2018,4.1,4.0,4.2
BRA,2019,4.13,4.03,4.23
BRA,2020,4.14,4.04,4.24
BRB,2000,3.02,2.97,3.06
BRB,2001,3.07,3.02,3.11
BRB,2002,3.07,3.02,3.11
BRB,2003,3.08,3.02,3.12
BRB,2004,3.08,3.03,3.12
BRB,2005,3.13,3.08,3.17
BRB,2006,3.09,3.03,3.13
BRB,2007,3.09,3.04,3.13
BRB,2008,3.09,3.04,3.13
BRB,2009,3.1,3.04,3.14
BRB,2010,3.13,3.07,3.17
BRB,2011,3.11,3.05,3.15
BRB,2012,3.11,3.05,3.15
BRB,2013,3.11,3.06,3.15
BRB,2014,3.12,3.06,3.16
BRB,2015,3.11,3.06,3.15
BRB,2016,3.12,3.07,3.16
BRB,2017,3.13,3.07,3.17
BRB,2018,3.11,3.05,3.15
BRB,2019,3.13,3.08,3.17
BRB,2020,3.14,3.08,3.18
BRN,2000,1.26,1.22,1.23
BRN,2001,1.27,1.23,1.24
BRN,2002,1.27,1.23,1.24
BRN,2003,1.27,1.23,1.24
BRN,2004,1.27,1.22,1.24
BRN,2005,1.28,1.24,1.26
BRN,2006,1.27,1.22,1.24
BRN,2007,1.27,1.22,1.24
BRN,2008,1.27,1.22,1.24
BRN,2009,1.27,1.22,1.24
BRN,2010,1.27,1.21,1.25
BRN,2011,1.27,1.22,1.24
BRN,2012,1.27,1.22,1.24
BRN,2013,1.27,1.22,1.24
BRN,2014,1.27,1.22,1.24
BRN,2015,1.27,1.22,1.24
BRN,2016,1.27,1.21,1.24
BRN,2017,1.27,1.21,1.24
BRN,2018,1.27,1.21,1.24
BRN,2019,1.27,1.21,1.24
BRN,2020,1.27,1.21,1.24
BTN,2000,2.85,2.69,2.79
BTN,2001,2.86,2.71,2.81
BTN,2002,2.86,2.71,2.81
BTN,2003,2.86,2.71,2.81
BTN,2004,2.85,2.72,2.81
BTN,2005,2.85,2.72,2.81
BTN,2006,2.85,2.72,2.81
BTN,2007,2.85,2.72,2.81
BTN,2008,2.85,2.72,2.81
BTN,2009,2.85,2.72,2.8
BTN,2010,2.87,2.75,2.85
BTN,2011,2.84,2.72,2.8
BTN,2012,2.84,2.72,2.8
BTN,2013,2.84,2.73,2.8
BTN,2014,2.84,2.73,2.8
BTN,2015,2.85,2.76,2.81
BTN,2016,2.84,2.73,2.8
BTN,2017,2.83,2.73,2.8
BTN,2018,2.81,2.69,2.76
BTN,2019,2.83,2.73,2.79
BTN,2020,2.83,2.73,2.79
BWA,2000,1.72,1.62,1.72
BWA,2001,1.73,1.63,1.72
BWA,2002,1.73,1.63,1.72
BWA,2003,1.73,1.63,1.72
BWA,2004,1.73,1.63,1.72
BWA,2005,1.73,1.64,1.72
BWA,2006,1.73,1.63,1.73
BWA,2007,1.73,1.64,1.73
BWA,2008,1.73,1.64,1.73
BWA,2009,1.74,1.64,1.73
BWA,2010,1.75,1.65,1.74
BWA,2011,1.74,1.64,1.73
BWA,2012,1.74,1.64,1.73
BWA,2013,1.74,1.64,1.73
BWA,2014,1.74,1.64,1.73
BWA,2015,1.73,1.63,1.74
BWA,2016,1.74,1.64,1.74
BWA,2017,1.75,1.65,1.74
BWA,2018,1.75,1.65,1.73
BWA,2019,1.75,1.65,1.74
BWA,2020,1.75,1.65,1.74
CAF,2000,1.68,1.57,1.67
CAF,2001,1.68,1.58,1.67
CAF,2002,1.69,1.58,1.68
CAF,2003,1.69,1.59,1.68
CAF,2004,1.69,1.59,1.68
CAF,2005,1.68,1.6,1.67
CAF,2006,1.69,1.59,1.69
CAF,2007,1.69,1.59,1.69
CAF,2008,1.69,1.59,1.69
CAF,2009,1.69,1.59,1.69
CAF,2010,1.72,1.6,1.72
CAF,2011,1.7,1.6,1.7
CAF,2012,1.7,1.6,1.7
CAF,2013,1.7,1.6,1.7
CAF,2014,1.7,1.6,1.7
CAF,2015,1.69,1.6,1.7
CAF,2016,1.7,1.6,1.71
CAF,2017,1.7,1.6,1.71
CAF,2018,1.7,1.6,1.71
CAF,2019,1.7,1.61,1.72
CAF,2020,1.71,1.61,1.72
CAN,2000,1.38,1.35,1.41
CAN,2001,1.38,1.35,1.4
CAN,2002,1.38,1.35,1.41
CAN,2003,1.38,1.35,1.41
CAN,2004,1.38,1.36,1.41
CAN,2005,1.37,1.34,1.39
CAN,2006,1.39,1.36,1.41
CAN,2007,1.39,1.36,1.42
CAN,2008,1.39,1.36,1.42
CAN,2009,1.39,1.37,1.42
CAN,2010,1.41,1.39,1.44
CAN,2011,1.4,1.37,1.42
CAN,2012,1.4,1.37,1.42
CAN,2013,1.4,1.38,1.43
CAN,2014,1.41,1.38,1.43
CAN,2015,1.41,1.38,1.43
CAN,2016,1.41,1.38,1.43
CAN,2017,1.41,1.38,1.43
CAN,2018,1.41,1.38,1.43
CAN,2019,1.42,1.39,1.44
CAN,2020,1.42,1.39,1.44
CHE,2000,1.3,1.26,1.34
CHE,2001,1.29,1.25,1.33
CHE,2002,1.29,1.25,1.33
CHE,2003,1.3,1.25,1.34
CHE,2004,1.3,1.25,1.34
CHE,2005,1.28,1.24,1.32
CHE,2006,1.3,1.25,1.34
CHE,2007,1.3,1.25,1.34
CHE,2008,1.3,1.26,1.34
CHE,2009,1.3,1.26,1.34
CHE,2010,1.31,1.26,1.35
CHE,2011,1.3,1.26,1.34
CHE,2012,1.3,1.26,1.34
CHE,2013,1.3,1.26,1.34
CHE,2014,1.3,1.26,1.34
CHE,2015,1.3,1.26,1.34
CHE,2016,1.3,1.26,1.34
CHE,2017,1.3,1.26,1.34
CHE,2018,1.3,1.26,1.34
CHE,2019,1.3,1.26,1.34
CHE,2020,1.3,1.26,1.34
CHL,2000,3.26,3.1,3.24
CHL,2001,3.26,3.09,3.24
CHL,2002,3.27,3.1,3.25
CHL,2003,3.27,3.1,3.25
CHL,2004,3.28,3.1,3.26
CHL,2005,3.29,3.1,3.26
CHL,2006,3.29,3.11,3.27
CHL,2007,3.29,3.12,3.27
CHL,2008,3.3,3.12,3.28
CHL,2009,3.3,3.12,3.28
CHL,2010,3.29,3.11,3.27
CHL,2011,3.31,3.13,3.29
CHL,2012,3.32,3.14,3.3
CHL,2013,3.32,3.14,3.3
CHL,2014,3.32,3.14,3.31
CHL,2015,3.34,3.16,3.34
CHL,2016,3.33,3.15,3.32
CHL,2017,3.34,3.15,3.32
CHL,2018,3.34,3.16,3.31
CHL,2019,3.35,3.16,3.33
CHL,2020,3.35,3.17,3.34
CHN,2000,1.77,1.68,1.85
CHN,2001,1.79,1.7,1.87
CHN,2002,1.79,1.7,1.87
CHN,2003,1.8,1.71,1.88
CHN,2004,1.8,1.71,1.88
CHN,2005,1.81,1.72,1.89
CHN,2006,1.81,1.72,1.89
CHN,2007,1.81,1.72,1.89
CHN,2008,1.82,1.73,1.9
CHN,2009,1.82,1.73,1.9
CHN,2010,1.85,1.76,1.93
CHN,2011,1.83,1.74,1.91
CHN,2012,1.84,1.75,1.92
CHN,2013,1.84,1.75,1.92
CHN,2014,1.85,1.76,1.93
CHN,2015,1.85,1.76,1.93
CHN,2016,1.85,1.76,1.93
CHN,2017,1.86,1.77,1.94
CHN,2018,1.85,1.76,1.93
CHN,2019,1.87,1.78,1.95
CHN,2020,1.87,1.78,1.95
CIV,2000,1.88,1.84,1.92
CIV,2001,1.88,1.84,1.92
CIV,2002,1.89,1.84,1.92
CIV,2003,1.89,1.85,1.93
CIV,2004,1.89,1.85,1.93
CIV,2005,1.89,1.85,1.93
CIV,2006,1.89,1.85,1.93
CIV,2007,1.9,1.85,1.93
CIV,2008,1.9,1.86,1.94
CIV,2009,1.9,1.86,1.94
CIV,2010,1.91,1.86,1.94
CIV,2011,1.9,1.86,1.94
CIV,2012,1.9,1.86,1.94
CIV,2013,1.91,1.86,1.94
CIV,2014,1.91,1.87,1.95
CIV,2015,1.91,1.87,1.95
CIV,2016,1.91,1.87,1.95
CIV,2017,1.91,1.87,1.95
CIV,2018,1.91,1.87,1.95
CIV,2019,1.92,1.87,1.95
CIV,2020,1.92,1.88,1.96
CMR,2000,1.25,1.19,1.29
CMR,2001,1.26,1.2,1.3
CMR,2002,1.27,1.21,1.31
CMR,2003,1.27,1.21,1.31
CMR,2004,1.27,1.21,1.31
CMR,2005,1.28,1.22,1.32
CMR,2006,1.28,1.22,1.32
CMR,2007,1.28,1.22,1.32
CMR,2008,1.29,1.23,1.33
CMR,2009,1.29,1.23,1.33
CMR,2010,1.31,1.25,1.35
CMR,2011,1.3,1.24,1.34
CMR,2012,1.3,1.24,1.34
CMR,2013,1.3,1.24,1.34
CMR,2014,1.31,1.25,1.35
CMR,2015,1.31,1.25,1.35
CMR,2016,1.31,1.25,1.35
CMR,2017,1.32,1.26,1.36
CMR,2018,1.31,1.25,1.35
CMR,2019,1.32,1.26,1.36
CMR,2020,1.33,1.27,1.37
COD,2000,2.76,2.78,2.72
COD,2001,2.76,2.78,2.72
COD,2002,2.76,2.78,2.72
COD,2003,2.76,2.79,2.73
COD,2004,2.77,2.79,2.73
COD,2005,2.76,2.79,2.73
COD,2006,2.77,2.8,2.74
COD,2007,2.78,2.8,2.74
COD,2008,2.78,2.8,2.74
COD,2009,2.78,2.81,2.75
COD,2010,2.79,2.81,2.75
COD,2011,2.79,2.81,2.75
COD,2012,2.79,2.82,2.76
COD,2013,2.79,2.82,2.76
COD,2014,2.79,2.82,2.76
COD,2015,2.8,2.83,2.77
COD,2016,2.8,2.83,2.77
COD,2017,2.8,2.83,2.77
COD,2018,2.8,2.83,2.77
COD,2019,2.81,2.84,2.78
